GEOID,"County, State",EEEJ weighted CDR score_Forests,EEEJ weighted CDR score_Soils,EEEJ weighted CDR score_BiCRS,EEEJ weighted CDR score_DAC,Highest CDR Method,Max EEEJ weighted CDR score
01091,"Marengo, AL",0.9775147928994082,0.6055592322964924,0.9493243243243243,,Forests,0.9775147928994082
01093,"Marion, AL",0.9136094674556213,,0.8527992277992278,,Forests,0.9136094674556213
01095,"Marshall, AL",0.7692307692307693,,0.3753217503217503,,Forests,0.7692307692307693
01097,"Mobile, AL",0.527810651,,0.9546332046332047,,BiCRS,0.9546332046332047
01099,"Monroe, AL",0.9928994082840237,0.26505625413633355,0.9694337194337195,,Forests,0.9928994082840237
01101,"Montgomery, AL",0.7739644970414201,,0.9062097812097812,,BiCRS,0.9062097812097812
01103,"Morgan, AL",0.7449704142011835,,0.43355855855855857,,Forests,0.7449704142011835
01105,"Perry, AL",0.823076923,0.700860357,0.9416023166023166,,BiCRS,0.9416023166023166
01107,"Pickens, AL",0.9680473372781065,,0.948037323,,Forests,0.9680473372781065
01109,"Pike, AL",0.9088757396449704,0.7624090006618134,0.8774131274131274,,Forests,0.9088757396449704
01111,"Randolph, AL",0.986982249,0.8878226340172072,0.990990991,,BiCRS,0.990990991
01113,"Russell, AL",0.9289940828402367,,0.8844916344916345,,Forests,0.9289940828402367
01115,"St. Clair, AL",0.9467455621301775,,0.4523809523809524,,Forests,0.9467455621301775
01117,"Shelby, AL",0.9207100591715977,,0.9924388674388674,,BiCRS,0.9924388674388674
01119,"Sumter, AL",0.8769230769230769,,0.9617117117117117,,BiCRS,0.9617117117117117
01121,"Talladega, AL",0.9218934911242603,0.8170086035737922,0.87001287,,Forests,0.9218934911242603
01123,"Tallapoosa, AL",0.849112426,,0.9218146718146718,,BiCRS,0.9218146718146718
01125,"Tuscaloosa, AL",0.9562130177514793,,0.974903475,,BiCRS,0.974903475
01127,"Walker, AL",0.9857988165680474,,0.9699163449163449,,Forests,0.9857988165680474
01129,"Washington, AL",0.806508876,,0.9958172458172458,,BiCRS,0.9958172458172458
01131,"Wilcox, AL",0.9834319526627219,,0.8965572715572716,,Forests,0.9834319526627219
01133,"Winston, AL",0.8621301775147929,,0.8124195624195624,,Forests,0.8621301775147929
02185,"North Slope, AK",,,,0.9455337690631809,DAC,0.9455337690631809
02188,"Northwest Arctic, AK",,,,0.13398692810457516,DAC,0.13398692810457516
04001,"Apache, AZ",0.26094674556213016,,0.7612612612612613,,BiCRS,0.7612612612612613
04003,"Cochise, AZ",0.2733727810650888,,0.085263835,,Forests,0.2733727810650888
04005,"Coconino, AZ",0.42485207100591715,,0.7961711711711712,,BiCRS,0.7961711711711712
04007,"Gila, AZ",0.48579881656804735,,0.18999356499356498,,Forests,0.48579881656804735
04009,"Graham, AZ",0.06035503,,0.078024453,,BiCRS,0.078024453
04011,"Greenlee, AZ",,,0.091216216,,BiCRS,0.091216216
04012,"La Paz, AZ",,0.45764394440767703,0.078024453,,Soils,0.45764394440767703
04013,"Maricopa, AZ",0.06035503,0.700860357,0.091216216,,Soils,0.700860357
04015,"Mohave, AZ",0.06035503,,0.13513513513513514,,BiCRS,0.13513513513513514
04017,"Navajo, AZ",0.2952662721893491,,0.7487129987129987,,BiCRS,0.7487129987129987
04019,"Pima, AZ",0.321301775,,0.067889318,,Forests,0.321301775
04021,"Pinal, AZ",0.19112426035502958,0.8484447385837194,0.091216216,,Soils,0.8484447385837194
04023,"Santa Cruz, AZ",0.06035503,,0.17358429858429858,,BiCRS,0.17358429858429858
04025,"Yavapai, AZ",0.39822485207100594,,0.12274774774774774,,Forests,0.39822485207100594
04027,"Yuma, AZ",,0.9966909331568498,0.067889318,,Soils,0.9966909331568498
05001,"Arkansas, AR",,0.7624090006618134,0.2138030888030888,,Soils,0.7624090006618134
05003,"Ashley, AR",,0.7624090006618134,0.2138030888030888,,Soils,0.7624090006618134
05005,"Baxter, AR",,,0.7736486486486487,,BiCRS,0.7736486486486487
05007,"Benton, AR",,,0.7487129987129987,,BiCRS,0.7487129987129987
05009,"Boone, AR",,,0.6782496782496783,,BiCRS,0.6782496782496783
05011,"Bradley, AR",,,0.8634169884169884,,BiCRS,0.8634169884169884
05013,"Calhoun, AR",,,0.20045045045045046,,BiCRS,0.20045045045045046
05015,"Carroll, AR",,,0.752895753,,BiCRS,0.752895753
05017,"Chicot, AR",,0.700860357,0.12966537966537967,,Soils,0.700860357
05019,"Clark, AR",,,0.7736486486486487,,BiCRS,0.7736486486486487
05021,"Clay, AR",,0.700860357,0.20608108108108109,,Soils,0.700860357
05023,"Cleburne, AR",,,0.9218146718146718,,BiCRS,0.9218146718146718
05025,"Cleveland, AR",,,0.20045045045045046,,BiCRS,0.20045045045045046
05027,"Columbia, AR",,,0.911036036,,BiCRS,0.911036036
05029,"Conway, AR",,0.26505625413633355,0.9073359073359073,,BiCRS,0.9073359073359073
05031,"Craighead, AR",,0.700860357,0.085263835,,Soils,0.700860357
05033,"Crawford, AR",,,0.8495817245817245,,BiCRS,0.8495817245817245
05035,"Crittenden, AR",,0.6055592322964924,0.1578185328185328,,Soils,0.6055592322964924
05037,"Cross, AR",,0.700860357,0.2096203346203346,,Soils,0.700860357
05039,"Dallas, AR",,,0.823037323,,BiCRS,0.823037323
05041,"Desha, AR",,0.6055592322964924,0.10408622908622908,,Soils,0.6055592322964924
05043,"Drew, AR",,0.45764394440767703,0.14607464607464607,,Soils,0.45764394440767703
05045,"Faulkner, AR",,0.094639312,0.9017052767052767,,BiCRS,0.9017052767052767
05047,"Franklin, AR",,,0.8727477477477478,0.13398692810457516,BiCRS,0.8727477477477478
05049,"Fulton, AR",,,0.5992599742599742,,BiCRS,0.5992599742599742
05051,"Garland, AR",,,0.8077541827541828,,BiCRS,0.8077541827541828
05053,"Grant, AR",,,0.74501287,,BiCRS,0.74501287
05055,"Greene, AR",,0.094639312,0.16859716859716858,,BiCRS,0.16859716859716858
05057,"Hempstead, AR",,,0.7824967824967825,,BiCRS,0.7824967824967825
05059,"Hot Spring, AR",,,0.9504504504504504,,BiCRS,0.9504504504504504
05061,"Howard, AR",,,0.5575933075933076,0.13398692810457516,BiCRS,0.5575933075933076
05063,"Independence, AR",,0.26505625413633355,0.20045045045045046,,Soils,0.26505625413633355
05065,"Izard, AR",,,0.8450772200772201,,BiCRS,0.8450772200772201
05067,"Jackson, AR",,0.9222369291859696,0.1944980694980695,,Soils,0.9222369291859696
05069,"Jefferson, AR",,0.7978160158835208,0.17841055341055342,,Soils,0.7978160158835208
05071,"Johnson, AR",,0.094639312,0.5908944658944659,,BiCRS,0.5908944658944659
05073,"Lafayette, AR",,0.45764394440767703,0.7824967824967825,,BiCRS,0.7824967824967825
05075,"Lawrence, AR",,0.6055592322964924,0.1401222651222651,,Soils,0.6055592322964924
05077,"Lee, AR",,0.8295830575777631,0.091216216,,Soils,0.8295830575777631
05079,"Lincoln, AR",,0.6055592322964924,0.226994852,,Soils,0.6055592322964924
05081,"Little River, AR",,,0.9182754182754183,,BiCRS,0.9182754182754183
05083,"Logan, AR",,0.012905360688285903,0.9131274131274131,0.13398692810457516,BiCRS,0.9131274131274131
05085,"Lonoke, AR",,0.6055592322964924,0.13513513513513514,,Soils,0.6055592322964924
05087,"Madison, AR",,,0.7121943371943372,,BiCRS,0.7121943371943372
05089,"Marion, AR",,,0.7348777348777349,,BiCRS,0.7348777348777349
05091,"Miller, AR",,,0.7371299871299871,,BiCRS,0.7371299871299871
05093,"Mississippi, AR",,0.7624090006618134,0.12966537966537967,,Soils,0.7624090006618134
05095,"Monroe, AR",,0.7624090006618134,0.10408622908622908,,Soils,0.7624090006618134
05097,"Montgomery, AR",,,0.3174066924066924,,BiCRS,0.3174066924066924
05099,"Nevada, AR",,,0.8024453024453024,,BiCRS,0.8024453024453024
05101,"Newton, AR",,,0.7207207207207207,,BiCRS,0.7207207207207207
05103,"Ouachita, AR",,,0.7593307593307593,,BiCRS,0.7593307593307593
05105,"Perry, AR",,,0.6883848133848134,,BiCRS,0.6883848133848134
05107,"Phillips, AR",,0.700860357,0.11695624195624196,,Soils,0.700860357
05109,"Pike, AR",,,0.7612612612612613,,BiCRS,0.7612612612612613
05111,"Poinsett, AR",,0.45764394440767703,0.1944980694980695,,Soils,0.45764394440767703
05113,"Polk, AR",,,0.6644144144144144,,BiCRS,0.6644144144144144
05115,"Pope, AR",,,0.8624517374517374,,BiCRS,0.8624517374517374
05117,"Prairie, AR",,0.9338186631369954,0.226994852,,Soils,0.9338186631369954
05119,"Pulaski, AR",,0.6055592322964924,0.7348777348777349,,BiCRS,0.7348777348777349
05121,"Randolph, AR",,,0.097651223,,BiCRS,0.097651223
05123,"St. Francis, AR",,0.7624090006618134,0.12966537966537967,,Soils,0.7624090006618134
05125,"Saline, AR",,,0.7755791505791506,,BiCRS,0.7755791505791506
05127,"Scott, AR",,,0.756917632,,BiCRS,0.756917632
05129,"Searcy, AR",,,0.875965251,,BiCRS,0.875965251
05131,"Sebastian, AR",,0.094639312,0.8857786357786358,,BiCRS,0.8857786357786358
05133,"Sevier, AR",,,0.7107464607464608,,BiCRS,0.7107464607464608
05135,"Sharp, AR",,,0.7467824967824968,,BiCRS,0.7467824967824968
05137,"Stone, AR",,,0.7064028314028314,,BiCRS,0.7064028314028314
05139,"Union, AR",,,0.981016731,,BiCRS,0.981016731
05141,"Van Buren, AR",,,0.9062097812097812,,BiCRS,0.9062097812097812
05143,"Washington, AR",,,0.7665701415701416,,BiCRS,0.7665701415701416
05145,"White, AR",,0.094639312,0.2388996138996139,,BiCRS,0.2388996138996139
05147,"Woodruff, AR",,0.6055592322964924,0.2425997425997426,,Soils,0.6055592322964924
05149,"Yell, AR",,0.094639312,0.7327863577863578,,BiCRS,0.7327863577863578
06001,"Alameda, CA",,,0.1401222651222651,,BiCRS,0.1401222651222651
06003,"Alpine, CA",0.06035503,,0.035392535392535396,,Forests,0.06035503
06005,"Amador, CA",0.5029585798816568,,0.7841055341055341,,BiCRS,0.7841055341055341
06007,"Butte, CA",0.6011834319526628,,0.5532496782496783,0.5,Forests,0.6011834319526628
06009,"Calaveras, CA",0.19112426035502958,,0.6944980694980695,,BiCRS,0.6944980694980695
06011,"Colusa, CA",0.06035503,0.9940436796823295,0.670045045,0.6034858387799564,Soils,0.9940436796823295
06013,"Contra Costa, CA",0.06035503,,0.18999356499356498,0.13398692810457516,BiCRS,0.18999356499356498
06015,"Del Norte, CA",0.3455621301775148,,0.476029601,,BiCRS,0.476029601
06017,"El Dorado, CA",0.9751479289940829,,0.7176640926640927,,Forests,0.9751479289940829
06019,"Fresno, CA",,,0.31402831402831405,0.579520697,DAC,0.579520697
06021,"Glenn, CA",0.2733727810650888,,0.41344916344916344,0.579520697,DAC,0.579520697
06023,"Humboldt, CA",0.6289940828402367,,0.6325611325611326,,BiCRS,0.6325611325611326
06025,"Imperial, CA",,0.9801455989410987,0.11132561132561132,,Soils,0.9801455989410987
06027,"Inyo, CA",,,0.3174066924066924,,BiCRS,0.3174066924066924
06029,"Kern, CA",0.508284024,0.45764394440767703,0.5714285714285714,0.6198257080610022,DAC,0.6198257080610022
06031,"Kings, CA",,,0.3363899613899614,0.5424836601307189,DAC,0.5424836601307189
06033,"Lake, CA",0.6437869822485207,,0.5202702702702703,,Forests,0.6437869822485207
06035,"Lassen, CA",0.2733727810650888,,0.2388996138996139,,Forests,0.2733727810650888
06037,"Los Angeles, CA",0.41301775147928993,,0.1401222651222651,,Forests,0.41301775147928993
06039,"Madera, CA",,,0.40765765765765766,0.579520697,DAC,0.579520697
06041,"Marin, CA",0.22899408284023667,,0.20045045045045046,,Forests,0.22899408284023667
06043,"Mariposa, CA",,,0.5908944658944659,0.13398692810457516,BiCRS,0.5908944658944659
06045,"Mendocino, CA",0.5372781065088758,,0.6021557271557272,,BiCRS,0.6021557271557272
06047,"Merced, CA",,,0.5294401544401545,0.6339869281045751,DAC,0.6339869281045751
06049,"Modoc, CA",0.06035503,,0.2591698841698842,,BiCRS,0.2591698841698842
06051,"Mono, CA",0.14970414201183432,,0.2348777348777349,,BiCRS,0.2348777348777349
06053,"Monterey, CA",0.42958579881656805,,0.12274774774774774,0.13398692810457516,Forests,0.42958579881656805
06055,"Napa, CA",0.4059171597633136,,0.5254182754182755,,BiCRS,0.5254182754182755
06057,"Nevada, CA",,,0.7676962676962676,,BiCRS,0.7676962676962676
06059,"Orange, CA",0.26094674556213016,,0.17358429858429858,,Forests,0.26094674556213016
06061,"Placer, CA",,,0.7232947232947233,0.3289760348583878,BiCRS,0.7232947232947233
06063,"Plumas, CA",0.3893491124260355,,0.7841055341055341,,BiCRS,0.7841055341055341
06065,"Riverside, CA",0.3455621301775148,,0.091216216,0.13398692810457516,Forests,0.3455621301775148
06067,"Sacramento, CA",,,0.40765765765765766,0.434640523,DAC,0.434640523
06069,"San Benito, CA",0.06035503,,0.1628056628056628,0.13398692810457516,BiCRS,0.1628056628056628
06071,"San Bernardino, CA",0.26094674556213016,,0.15234877734877736,,Forests,0.26094674556213016
06073,"San Diego, CA",0.8928994082840237,,0.15234877734877736,0.434640523,Forests,0.8928994082840237
06075,"San Francisco, CA",,,0.13513513513513514,,BiCRS,0.13513513513513514
06077,"San Joaquin, CA",,,0.3547297297297297,0.5,DAC,0.5
06079,"San Luis Obispo, CA",0.3514792899408284,,0.23133848133848134,0.13398692810457516,Forests,0.3514792899408284
06081,"San Mateo, CA",0.3591715976331361,,0.1944980694980695,,Forests,0.3591715976331361
06083,"Santa Barbara, CA",0.5449704142011834,,0.18484555984555984,,Forests,0.5449704142011834
06085,"Santa Clara, CA",0.7692307692307693,,0.12966537966537967,,Forests,0.7692307692307693
06087,"Santa Cruz, CA",0.6923076923076923,,0.14607464607464607,,Forests,0.6923076923076923
06089,"Shasta, CA",0.5532544378698225,,0.5685328185328186,0.13398692810457516,BiCRS,0.5685328185328186
06091,"Sierra, CA",,,0.6817889317889317,,BiCRS,0.6817889317889317
06093,"Siskiyou, CA",0.6372781065088757,,0.7504826254826255,,BiCRS,0.7504826254826255
06095,"Solano, CA",0.06035503,,0.5944337194337195,0.13398692810457516,BiCRS,0.5944337194337195
06097,"Sonoma, CA",0.5449704142011834,,0.1401222651222651,,Forests,0.5449704142011834
06099,"Stanislaus, CA",,,0.38658301158301156,0.5,DAC,0.5
06101,"Sutter, CA",,,0.5659588159588159,0.3289760348583878,BiCRS,0.5659588159588159
06103,"Tehama, CA",0.42958579881656805,,0.6135778635778636,0.5,BiCRS,0.6135778635778636
06105,"Trinity, CA",0.9692307692307692,,0.7971364221364221,,Forests,0.9692307692307692
06107,"Tulare, CA",,,0.4189189189189189,0.3289760348583878,BiCRS,0.4189189189189189
06109,"Tuolumne, CA",,,0.7424388674388674,,BiCRS,0.7424388674388674
06111,"Ventura, CA",0.5763313609467455,,0.2425997425997426,,Forests,0.5763313609467455
06113,"Yolo, CA",0.06035503,0.8775645268034414,0.45785070785070786,0.434640523,Soils,0.8775645268034414
06115,"Yuba, CA",,,0.3815958815958816,0.3289760348583878,BiCRS,0.3815958815958816
08001,"Adams, CO",,0.7624090006618134,0.4025096525096525,0.7058823529411765,Soils,0.7624090006618134
08003,"Alamosa, CO",,0.9477167438782264,0.638996139,,Soils,0.9477167438782264
08005,"Arapahoe, CO",,0.26505625413633355,0.47023809523809523,0.6525054466230937,DAC,0.6525054466230937
08007,"Archuleta, CO",0.06035503,,0.8095238095238095,0.13398692810457516,BiCRS,0.8095238095238095
08009,"Baca, CO",,0.26505625413633355,0.2138030888030888,,Soils,0.26505625413633355
08011,"Bent, CO",,0.9774983454665784,0.2731660231660232,,Soils,0.9774983454665784
08013,"Boulder, CO",0.46449704142011833,,0.638996139,,BiCRS,0.638996139
08014,"Broomfield, CO",,,0.7771879021879022,,BiCRS,0.7771879021879022
08015,"Chaffee, CO",,,0.6285392535392536,,BiCRS,0.6285392535392536
08017,"Cheyenne, CO",,0.26505625413633355,0.067889318,,Soils,0.26505625413633355
08019,"Clear Creek, CO",0.34023668639053256,,0.7709137709137709,,BiCRS,0.7709137709137709
08021,"Conejos, CO",,,0.45785070785070786,,BiCRS,0.45785070785070786
08023,"Costilla, CO",0.06035503,,0.3400900900900901,,BiCRS,0.3400900900900901
08025,"Crowley, CO",,,0.049066924,0.5,DAC,0.5
08027,"Custer, CO",0.26094674556213016,,0.7015765765765766,,BiCRS,0.7015765765765766
08029,"Delta, CO",,,0.786036036,,BiCRS,0.786036036
08031,"Denver, CO",,,0.6285392535392536,,BiCRS,0.6285392535392536
08033,"Dolores, CO",0.14970414201183432,,0.5575933075933076,0.5424836601307189,BiCRS,0.5575933075933076
08035,"Douglas, CO",0.47869822485207103,,0.6325611325611326,0.434640523,BiCRS,0.6325611325611326
08037,"Eagle, CO",,,0.7871621621621622,,BiCRS,0.7871621621621622
08039,"Elbert, CO",,0.6055592322964924,0.5041827541827542,0.8801742919389978,DAC,0.8801742919389978
08041,"El Paso, CO",0.4952662721893491,,0.4523809523809524,0.9281045751633987,DAC,0.9281045751633987
08043,"Fremont, CO",0.06035503,,0.7176640926640927,,BiCRS,0.7176640926640927
08045,"Garfield, CO",,,0.829954955,0.3289760348583878,BiCRS,0.829954955
08047,"Gilpin, CO",0.06035503,,0.5294401544401545,,BiCRS,0.5294401544401545
08049,"Grand, CO",,,0.6206563706563707,,BiCRS,0.6206563706563707
08051,"Gunnison, CO",,,0.6426962676962676,,BiCRS,0.6426962676962676
08053,"Hinsdale, CO",,,0.476029601,,BiCRS,0.476029601
08055,"Huerfano, CO",0.2733727810650888,,0.6748712998712999,0.6525054466230937,BiCRS,0.6748712998712999
08057,"Jackson, CO",,,0.42824967824967825,,BiCRS,0.42824967824967825
08059,"Jefferson, CO",0.7917159763313609,,0.6092342342342343,,Forests,0.7917159763313609
08061,"Kiowa, CO",,0.8295830575777631,0.042631917631917635,,Soils,0.8295830575777631
08063,"Kit Carson, CO",,0.9688947716743879,0.4855212355212355,0.7058823529411765,Soils,0.9688947716743879
08065,"Lake, CO",,,0.74501287,,BiCRS,0.74501287
08067,"La Plata, CO",0.3455621301775148,,0.8450772200772201,0.6034858387799564,BiCRS,0.8450772200772201
08069,"Larimer, CO",0.4195266272189349,,0.7709137709137709,0.434640523,BiCRS,0.7709137709137709
08071,"Las Animas, CO",0.2952662721893491,,0.698037323,0.8148148148148148,DAC,0.8148148148148148
08073,"Lincoln, CO",,0.26505625413633355,0.575933076,0.934640523,DAC,0.934640523
08075,"Logan, CO",,0.6055592322964924,0.42824967824967825,0.8398692810457516,DAC,0.8398692810457516
08077,"Mesa, CO",,,0.8005148005148005,0.3289760348583878,BiCRS,0.8005148005148005
08079,"Mineral, CO",,,0.12274774774774774,,BiCRS,0.12274774774774774
08081,"Moffat, CO",,,0.6285392535392536,0.906318083,DAC,0.906318083
08083,"Montezuma, CO",0.14970414201183432,,0.7812097812097812,0.7788671023965141,BiCRS,0.7812097812097812
08085,"Montrose, CO",,,0.8083976833976834,0.3289760348583878,BiCRS,0.8083976833976834
08087,"Morgan, CO",,0.45764394440767703,0.6135778635778636,0.9302832244008714,DAC,0.9302832244008714
08089,"Otero, CO",,,0.2614221364221364,,BiCRS,0.2614221364221364
08091,"Ouray, CO",,,0.8124195624195624,,BiCRS,0.8124195624195624
08093,"Park, CO",0.24733727810650888,,0.698037323,,BiCRS,0.698037323
08095,"Phillips, CO",,0.700860357,0.3815958815958816,0.5424836601307189,Soils,0.700860357
08097,"Pitkin, CO",,,0.7628700128700129,,BiCRS,0.7628700128700129
08099,"Prowers, CO",,0.700860357,0.32384169884169883,,Soils,0.700860357
08101,"Pueblo, CO",0.22899408284023667,,0.4974259974259974,0.7995642701525054,DAC,0.7995642701525054
08103,"Rio Blanco, CO",0.06035503,,0.9145752895752896,0.6427015250544662,BiCRS,0.9145752895752896
08105,"Rio Grande, CO",,,0.5368404118404119,,BiCRS,0.5368404118404119
08107,"Routt, CO",,,0.806949807,0.5424836601307189,BiCRS,0.806949807
08109,"Saguache, CO",,0.9397749834546658,0.40765765765765766,,Soils,0.9397749834546658
08111,"San Juan, CO",,,0.12274774774774774,,BiCRS,0.12274774774774774
08113,"San Miguel, CO",0.2106508875739645,,0.6916023166023166,0.6525054466230937,BiCRS,0.6916023166023166
08115,"Sedgwick, CO",,0.8408338848444739,0.037001287,0.3289760348583878,Soils,0.8408338848444739
08117,"Summit, CO",,,0.7736486486486487,,BiCRS,0.7736486486486487
08119,"Teller, CO",0.45621301775147927,,0.7487129987129987,,BiCRS,0.7487129987129987
08121,"Washington, CO",,0.26505625413633355,0.3815958815958816,0.8344226579520697,DAC,0.8344226579520697
08123,"Weld, CO",,0.26505625413633355,0.6616795366795367,0.9694989106753813,DAC,0.9694989106753813
08125,"Yuma, CO",,0.6055592322964924,0.48085585585585583,0.724400871,DAC,0.724400871
09001,"Fairfield, CT",0.6520710059171597,,0.5908944658944659,,Forests,0.6520710059171597
09003,"Hartford, CT",0.6159763313609468,,0.3268983268983269,,Forests,0.6159763313609468
09005,"Litchfield, CT",0.9337278106508876,,0.476029601,,Forests,0.9337278106508876
09007,"Middlesex, CT",0.5218934911242603,,0.45785070785070786,,Forests,0.5218934911242603
09009,"New Haven, CT",0.6011834319526628,,0.532979408,,Forests,0.6011834319526628
09011,"New London, CT",0.7165680473372781,,0.5294401544401545,,Forests,0.7165680473372781
09013,"Tolland, CT",0.6473372781065089,,0.5801158301158301,,Forests,0.6473372781065089
09015,"Windham, CT",0.7082840236686391,,0.44707207207207206,,Forests,0.7082840236686391
10001,"Kent, DE",,0.8408338848444739,0.36373873873873874,,Soils,0.8408338848444739
10003,"New Castle, DE",,0.7978160158835208,0.575933076,,Soils,0.7978160158835208
10005,"Sussex, DE",,0.8484447385837194,0.5532496782496783,,Soils,0.8484447385837194
11001,"District of Columbia, DC",,,0.3692084942084942,,BiCRS,0.3692084942084942
12001,"Alachua, FL",,,0.5447232947232947,0.13398692810457516,BiCRS,0.5447232947232947
12003,"Baker, FL",0.3289940828402367,,0.9197232947232947,,BiCRS,0.9197232947232947
12005,"Bay, FL",0.2106508875739645,,0.9874517374517374,,BiCRS,0.9874517374517374
12007,"Bradford, FL",0.14970414201183432,,0.8603603603603603,,BiCRS,0.8603603603603603
12009,"Brevard, FL",,,0.5659588159588159,,BiCRS,0.5659588159588159
12011,"Broward, FL",,,0.5152831402831403,,BiCRS,0.5152831402831403
12013,"Calhoun, FL",0.5029585798816568,,0.9676640926640927,,BiCRS,0.9676640926640927
12015,"Charlotte, FL",,,0.47023809523809523,0.13398692810457516,BiCRS,0.47023809523809523
12017,"Citrus, FL",,,0.9887387387387387,,BiCRS,0.9887387387387387
12019,"Clay, FL",0.22899408284023667,,0.5973294723294723,,BiCRS,0.5973294723294723
12021,"Collier, FL",,,0.500965251,,BiCRS,0.500965251
12023,"Columbia, FL",0.2106508875739645,,0.8396074646074646,,BiCRS,0.8396074646074646
12027,"DeSoto, FL",,,0.29987129987129985,,BiCRS,0.29987129987129985
12029,"Dixie, FL",,,0.8983268983268984,,BiCRS,0.8983268983268984
12031,"Duval, FL",0.14970414201183432,,0.47023809523809523,,BiCRS,0.47023809523809523
12033,"Escambia, FL",0.41301775147928993,,0.9017052767052767,,BiCRS,0.9017052767052767
12035,"Flagler, FL",,,0.650096525,,BiCRS,0.650096525
