"","county_fips","Region.x","CO2_price_per_Mg_climate_benefit","ConvertedHa_Carboncrop","CDR_cumulative_Carboncrop","CDR_per_year_Carboncrop","Cost_USD_per_Mg_CDR_Carboncrop","ConvertedHa_Covercrop","CDR_cumulative_Covercrop","CDR_per_year_Covercrop","Cost_USD_per_Mg_CDR_Covercrop","ConvertedHa_FieldBorder","CDR_cumulative_FieldBorder","CDR_per_year_FieldBorder","Cost_USD_per_Mg_CDR_FieldBorder","CroplandAreaHa","TotalCountyAreaHa","Region.y","Combined_CDR_cumulative","Combined_CDR_cumulative_per_ha_cropland","Combined_CDR_per_year","Combined_CDR_per_year_per_ha_cropland"
"11",1021,"Southeast",40,32.025844964716,284.847388811361,21.5440449531712,110.373878067062,NA,NA,NA,NA,NA,NA,NA,NA,8901.25455281263,179443.8835,"Southeast",NA,NA,NA,NA
"12",1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2678.26790772966,236590.0081,"Southeast",NA,NA,NA,NA
"13",1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4524.88870902469,320749.4086,"Southeast",NA,NA,NA,NA
"14",1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4941.31930392554,156425.5426,"Southeast",NA,NA,NA,NA
"15",1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3621.61068393363,145066.6453,"Southeast",NA,NA,NA,NA
"16",1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26004.8563334682,175856.5928,"Southeast",NA,NA,NA,NA
"17",1033,"Appalachia",40,1031.93507453779,9628.98780884391,705.323389387662,103.512692897732,0,0,0,NA,0,0,0,NA,34718.7373532983,153574.227,"Appalachia",9628.98780884391,0.277342684178264,705.323389387662,0.020315352548979
"18",1035,"Southeast",40,46.6233433031386,425.38037206982,30.8770578559004,117.228037893634,NA,NA,NA,NA,NA,NA,NA,NA,10786.7260218535,220221.3384,"Southeast",NA,NA,NA,NA
"19",1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2087.00930797248,168584.6963,"Southeast",NA,NA,NA,NA
"20",1039,"Southeast",40,239.39904878572,2137.97875462187,159.522221897828,114.525427043997,9841.13514789579,-55501.0673021803,-2220.04269208721,-22.071148234722,0,0,0,NA,21959.9352488871,266916.5738,"Southeast",-53363.0885475584,-2.43002030483049,-2060.52047018938,-0.0938308991732481
"21",1041,"Southeast",40,93.3825366675185,901.718049355568,62.6765448005512,111.363221566377,NA,NA,NA,NA,NA,NA,NA,NA,9557.26426547956,157695.2763,"Southeast",NA,NA,NA,NA
"22",1043,"Appalachia",40,120.819547947814,1188.14605085739,83.4610788679045,98.9942551109709,NA,NA,NA,NA,NA,NA,NA,NA,24636.9890732497,190296.2812,"Appalachia",NA,NA,NA,NA
"23",1045,"Southeast",40,82.3721928668799,767.727987911193,54.4970995702951,117.675364553577,NA,NA,NA,NA,NA,NA,NA,NA,21248.8870902469,145327.6166,"Southeast",NA,NA,NA,NA
"24",1047,"Southeast",40,318.451838486711,2924.36424213592,211.733167467006,115.49015476903,0,0,0,NA,0,0,0,NA,31038.8506677458,253491.9608,"Southeast",2924.36424213592,0.0942162541209939,211.733167467006,0.00682155308305374
"25",1049,"Appalachia",40,559.508125739942,5350.83444098746,382.907933731459,102.969174177773,NA,NA,NA,NA,NA,NA,NA,NA,37027.5192229866,201262.0262,"Appalachia",NA,NA,NA,NA
"26",1051,"Southeast",40,89.5708772155765,869.981265164307,61.1086352546506,104.3017025916,NA,NA,NA,NA,NA,NA,NA,NA,14106.4346418454,160194.5705,"Southeast",NA,NA,NA,NA
"27",1053,"Southeast",40,187.439140096877,1759.54018369473,123.236597823565,120.445580833085,13785.4463313722,-131510.724963643,-5260.42899854573,-43.8523564862375,0,0,0,NA,22393.7677053824,244859.5161,"Southeast",-129751.184779949,-5.79407567708057,-5137.19240072217,-0.229402772606569
"28",1055,"Appalachia",40,139.642742437404,1328.21833276795,96.7867285325702,97.5825762381267,0,0,0,NA,0,0,0,NA,10017.4018615945,138591.677,"Appalachia",1328.21833276795,0.13259110007957,96.7867285325702,0.00966185941922114
"29",1057,"Southeast",40,77.1379507030632,666.212772106086,53.1370521323531,100.182618535407,NA,NA,NA,NA,NA,NA,NA,NA,8478.3488466208,162569.3254,"Southeast",NA,NA,NA,NA
"30",1059,"Southeast",40,154.343205504892,1369.36017341493,106.367659941216,99.9942689069725,0,0,0,NA,0,0,0,NA,13116.1473087819,164184.5708,"Southeast",1369.36017341493,0.104402622292758,106.367659941216,0.00810967256139291
"31",1061,"Southeast",40,442.554126802543,3903.54218830399,293.960596700458,115.91815402152,21714.4673220037,580085.632462032,23203.4252984813,41.7182764091847,0,0,0,NA,33063.5370295427,148790.8432,"Southeast",583989.174650336,17.6626346457892,23497.3858951818,0.710673690905681
"32",1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8265.0748684743,167578.2057,"Southeast",NA,NA,NA,NA
"33",1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8390.12545528126,166792.6655,"Southeast",NA,NA,NA,NA
"34",1067,"Southeast",40,179.377480284569,1656.12737045372,118.296856601225,119.089759704628,NA,NA,NA,NA,NA,NA,NA,NA,30020.63941724,145495.9642,"Southeast",NA,NA,NA,NA
"35",1069,"Southeast",40,106.271024399411,972.818319306194,70.0500106998155,119.306216431538,1490.62092218092,59601.984776186,2384.07939104744,26.6644331204681,110.965236223818,3226.5909465562,129.063637862248,90.9980494941493,34777.013354917,150174.2239,"Southeast",63801.3940420484,1.8345852011765,2583.1930396095,0.0742787488174074
"36",1071,"Appalachia",40,1127.65241091682,10650.2285663165,776.817388557032,100.168616086067,0,0,0,NA,0,0,0,NA,38637.7984621611,279204.4654,"Appalachia",10650.2285663165,0.275642738204831,776.817388557032,0.0201051151844945
"37",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829.21893970053,287885.2142,"Southeast",NA,NA,NA,NA
"38",1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4858.7616349656,156654.4684,"Southeast",NA,NA,NA,NA
"39",1077,"Appalachia",40,963.90061255304,9385.19150931516,668.475758207472,97.3339773130811,0,0,0,NA,0,0,0,NA,44099.5548360987,173014.8679,"Appalachia",9385.19150931516,0.212818282275101,668.475758207472,0.0151583334727968
"40",1079,"Appalachia",40,1277.81499206889,12359.3506336201,877.173389945806,101.66306114539,0,0,0,NA,0,0,0,NA,48886.6855524079,178886.4348,"Appalachia",12359.3506336201,0.252816293310998,877.173389945806,0.0179429916353288
"41",1081,"Southeast",40,33.4333283701526,228.347984986111,22.006333383752,119.945402778055,NA,NA,NA,NA,NA,NA,NA,NA,3634.56090651558,157352.8082,"Southeast",NA,NA,NA,NA
"42",1083,"Appalachia",40,909.060314222981,8708.92798794366,620.587088268784,104.031079454797,18793.0238622238,906072.092158555,36242.8836863422,38.1288100708181,0,0,0,NA,61152.5698097936,145029.6914,"Appalachia",914781.020146499,14.9589955580247,36863.470774611,0.602811474469014
"43",1085,"Southeast",40,225.913062598931,2059.94817574451,151.98250001661,110.348262911058,0,0,0,NA,0,0,0,NA,18804.127883448,185465.1814,"Southeast",2059.94817574451,0.109547658286123,151.98250001661,0.00808240089402869
"44",1087,"Southeast",40,97.5805893088791,945.50929344301,66.6940071621032,103.525043664565,8156.16283440622,202224.527549707,8088.98110198829,44.6130837851153,0,0,0,NA,16516.794819911,157643.5594,"Southeast",203170.03684315,12.3008149618853,8155.67510915039,0.493780736400426
"45",1089,"Appalachia",40,1071.65586124906,10343.1209192423,732.008528137171,103.783811675814,16140.7763524296,908405.70471638,36336.2281886552,39.1840429959267,0,0,0,NA,53229.0570619182,207613.66,"Appalachia",918748.825635622,17.2602874510232,37068.2367167924,0.696391008273415
"46",1091,"Southeast",40,197.48364339349,1881.03077035688,135.988393432319,100.337725071283,0,0,0,NA,0,0,0,NA,11348.8466208013,253015.5136,"Southeast",1881.03077035688,0.165746426329275,135.988393432319,0.0119825739104682
"47",1093,"Southeast",40,150.794514778736,1444.88658369127,104.465283251852,97.7876136981396,NA,NA,NA,NA,NA,NA,NA,NA,8219.34439498179,192266.0061,"Southeast",NA,NA,NA,NA
"48",1095,"Appalachia",40,282.144167250919,2729.19868046581,194.669614606423,99.5011362085178,NA,NA,NA,NA,NA,NA,NA,NA,18168.3528935654,146553.1833,"Appalachia",NA,NA,NA,NA
"49",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15238.7697288547,318406.4139,"Southeast",NA,NA,NA,NA
"50",1099,"Southeast",40,69.1375916695089,654.725972920176,45.7414676254323,117.672223389836,0,0,0,NA,34.9414856271321,1012.15826440251,40.4863305761003,90.298673448702,17022.2581950627,265646.9672,"Southeast",1666.88423732268,0.0979238017789063,86.2277982015326,0.00506559101697464
"51",1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23048.5633346823,203404.5843,"Southeast",NA,NA,NA,NA
"52",1103,"Appalachia",40,245.515166067575,2350.73895376051,168.010298310382,102.999074825374,NA,NA,NA,NA,NA,NA,NA,NA,18569.4050991501,150133.7447,"Appalachia",NA,NA,NA,NA
"53",1105,"Southeast",40,331.432017929941,3054.6760752287,219.578186637688,117.063117609497,0,0,0,NA,0,0,0,NA,16685.1477134763,186393.62,"Southeast",3054.6760752287,0.183077556620101,219.578186637688,0.0131600984545278
"54",1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10974.0995548361,228283.5039,"Southeast",NA,NA,NA,NA
"55",1109,"Southeast",40,346.345500619971,2871.26296012996,233.755458923947,108.949284236767,0,0,0,NA,0,0,0,NA,16426.9526507487,174064.5369,"Southeast",2871.26296012996,0.174789750794046,233.755458923947,0.0142299952945498
"56",1111,"Southeast",40,96.3420079095771,848.284066313611,65.1405397661392,108.168357427875,184.689962952422,8406.87561522618,336.275024609047,32.223665634145,0,0,0,NA,7981.78874949413,150361.8358,"Southeast",9255.15968153979,1.15953453192135,401.415564375186,0.0502914292739992
"57",1113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12606.6369890732,166065.2494,"Southeast",NA,NA,NA,NA
"58",1115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5837.31282881425,163575.9732,"Appalachia",NA,NA,NA,NA
"59",1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10613.5167948199,203427.9155,"Southeast",NA,NA,NA,NA
"60",1119,"Southeast",40,4.63568215046826,42.720935686763,3.03360767181812,122.533236982211,NA,NA,NA,NA,NA,NA,NA,NA,12590.0445163901,234089.8913,"Southeast",NA,NA,NA,NA
"61",1121,"Southeast",40,332.745288504821,3211.46015782287,229.272343607006,100.074721695518,0,0,0,NA,0,0,0,NA,12134.3585592877,190834.6572,"Southeast",3211.46015782287,0.264658419489739,229.272343607006,0.0188944757555001
"62",1123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3456.09065155807,185579.8005,"Southeast",NA,NA,NA,NA
"63",1125,"Southeast",40,112.411960440057,1081.67358815916,77.1441503239091,101.787645415576,NA,NA,NA,NA,NA,NA,NA,NA,9506.67745851882,342098.117,"Southeast",NA,NA,NA,NA
"64",1127,"Southeast",40,43.0485214992667,379.41696877052,29.665768282828,100.018431659121,NA,NA,NA,NA,NA,NA,NA,NA,6456.49534601376,204875.77,"Southeast",NA,NA,NA,NA
"65",1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9027.11452853096,279771.2949,"Southeast",NA,NA,NA,NA
"66",1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10874.5447187374,229954.0559,"Southeast",NA,NA,NA,NA
"67",1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4813.84055038446,158765.747,"Southeast",NA,NA,NA,NA
"68",4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12284.0955078915,2900348.6215,"Lower Rocky Mountains",NA,NA,NA,NA
"69",4003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61859.571023877,1608317.8104,"Desert Southwest",NA,NA,NA,NA
"70",4005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798.05746661271,4821613.5399,"Lower Rocky Mountains",NA,NA,NA,NA
"71",4007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935.653581545933,1232142.6494,"Desert Southwest",NA,NA,NA,NA
"72",4009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21193.0392553622,1197060.5956,"Desert Southwest",NA,NA,NA,NA
"73",4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.85633346823,477112.817,"Desert Southwest",NA,NA,NA,NA
"74",4012,"Desert Southwest",40,5.80234921365059,58.1408490833587,3.79707894496612,122.533236982211,0,0,0,NA,118.62905507611,3581.21139812377,143.248455924951,101.604277307894,41539.4577094294,1164604.927,"Desert Southwest",3639.35224720713,0.0876119344808155,147.045534869917,0.0035399002052099
"75",4013,"Desert Southwest",40,10.2308211763443,102.172364964802,6.73142477974896,120.120954530586,0,0,0,NA,438.627940458621,18867.5003548996,754.700014195983,84.1038196025573,104082.152974504,2383253.0727,"Desert Southwest",18969.6727198644,0.182256728725733,761.431438975732,0.00731567725316225
"76",4015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12433.8324564953,3453002.4782,"Desert Southwest",NA,NA,NA,NA
"77",4017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26712.666936463,2576906.1034,"Lower Rocky Mountains",NA,NA,NA,NA
"78",4019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16482.8004856333,2379859.768,"Desert Southwest",NA,NA,NA,NA
"79",4021,"Desert Southwest",40,16.649598367103,167.188631548029,10.9540822848967,120.145789262692,0,0,0,NA,766.64461450218,32024.5912219732,1280.98364887893,79.5966937648232,119021.853500607,1389799.7152,"Desert Southwest",32191.7798535213,0.270469488641908,1291.93773116383,0.0108546262149853
"80",4023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1287.73775799272,320185.324,"Desert Southwest",NA,NA,NA,NA
"81",4025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3252.52934034804,2103814.2263,"Desert Southwest",NA,NA,NA,NA
"82",4027,"Desert Southwest",40,67.1292866025742,664.526252842803,43.9296552764464,122.533236982211,62860.0257113739,1698028.45397711,67921.1381590842,44.2759341187699,562.142263377191,23222.3605934067,928.894423736267,66.1393595796707,94811.0076891947,1428077.4789,"Desert Southwest",1721915.34082335,18.1615551062179,68893.9622380969,0.726645185166074
"83",5001,"Lower Mississippi River",40,2186.91426217181,32169.7240684858,2337.84623527721,71.1541534117798,0,0,0,NA,0,0,0,NA,145284.904896803,256963.2248,"Lower Mississippi River",32169.7240684858,0.221425096374164,2337.84623527721,0.0160914599967409
"84",5003,"Lower Mississippi River",40,1095.56181285614,11079.6302536779,783.103200896428,69.0848378364522,0,0,0,NA,0,0,0,NA,42060.2994738972,239701.2349,"Lower Mississippi River",11079.6302536779,0.26342252414427,783.103200896428,0.0186185835738622
"85",5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5373.93767705382,143466.0641,"South Central",NA,NA,NA,NA
"86",5007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29503.0352084176,219558.6678,"South Central",NA,NA,NA,NA
"87",5009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17111.6956697693,152737.534,"South Central",NA,NA,NA,NA
"88",5011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2504.2492917847,168133.5016,"South Central",NA,NA,NA,NA
"89",5013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245.64953460138,162806.7881,"South Central",NA,NA,NA,NA
"90",5015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22082.5576689599,163153.1741,"South Central",NA,NA,NA,NA
"91",5017,"Lower Mississippi River",40,1201.72507951081,15854.3704550868,1121.11310914482,70.0813521354249,0,0,0,NA,0,0,0,NA,110595.71023877,164976.4677,"Lower Mississippi River",15854.3704550868,0.143354298470149,1121.11310914482,0.010137039734402
"92",5019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11987.049777418,224285.5171,"South Central",NA,NA,NA,NA
"93",5021,"Lower Mississippi River",40,1372.79896889509,19393.941624083,1381.77125247157,102.224331060158,0,0,0,NA,0,0,0,NA,104479.967624444,165558.194,"Lower Mississippi River",19393.941624083,0.185623541670639,1381.77125247157,0.0132252266524276
"94",5023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11826.3860785107,143474.7665,"South Central",NA,NA,NA,NA
"95",5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2705.38243626062,154858.9576,"South Central",NA,NA,NA,NA
"96",5027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4900.84985835694,198409.8878,"South Central",NA,NA,NA,NA
"97",5029,"South Central",40,82.5259910404829,1057.69995395411,83.3610164989855,65.1294954218087,0,0,0,NA,32.6986143824228,1138.84631484433,45.5538525937733,73.4855838274271,32322.136786726,142945.848,"South Central",2196.54626879844,0.0679579535007882,128.914869092759,0.00398843894335913
"98",5031,"Lower Mississippi River",40,1411.33066129551,17950.2689143111,1265.7543579132,75.5163633053727,0,0,0,NA,0,0,0,NA,118778.227438284,183153.1474,"Lower Mississippi River",17950.2689143111,0.151124236330584,1265.7543579132,0.0106564509776918
"99",5033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21108.0534196682,154173.8667,"South Central",NA,NA,NA,NA
"100",5035,"Lower Mississippi River",40,1048.29636706747,9680.73352020622,692.828849120719,118.134495616181,0,0,0,NA,0,3095.96274299365,123.838509719746,75.1574416498407,118390.934844193,158731.2625,"Lower Mississippi River",12776.6962631999,0.107919548739221,816.667358840465,0.00689805651011397
"101",5037,"Lower Mississippi River",40,862.837006202142,10960.5139147215,768.614916479186,90.6591461742564,0,0,0,NA,103.634058144276,4844.45324176145,193.778129670458,78.3124301281842,101887.899635775,159625.5194,"Lower Mississippi River",15804.9671564829,0.155121140125392,962.393046149644,0.00944560688354525
"102",5039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685.55240793201,172835.8306,"South Central",NA,NA,NA,NA
"103",5041,"Lower Mississippi River",40,1306.43175412455,10167.3207179945,728.829217722115,84.1589822000365,0,0,0,NA,0,0,0,NA,112949.413193039,191973.5549,"Lower Mississippi River",10167.3207179945,0.0900165873426698,728.829217722115,0.00645270477391938
"104",5043,"Lower Mississippi River",40,433.393957333657,4381.47385758141,311.437022484518,67.1871815308361,0,0,0,NA,0,0,0,NA,31169.1622824767,214622.5294,"Lower Mississippi River",4381.47385758141,0.140570792948281,311.437022484518,0.00999183165919117
"105",5045,"South Central",40,34.1280496636405,467.527064590922,36.1900063933715,68.7004908878021,0,0,0,NA,16.7527678191599,624.465254205753,24.9786101682301,93.0201134799423,28314.0428976123,167636.0343,"South Central",1091.99231879667,0.038567163394697,61.1686165616016,0.00216036320856037
"106",5047,"South Central",40,11.4389230152365,141.61020009049,11.43059167012,96.4047776385234,NA,NA,NA,NA,NA,NA,NA,NA,22847.8348846621,157720.6794,"South Central",NA,NA,NA,NA
"107",5049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11138.8101983003,160070.5526,"South Central",NA,NA,NA,NA
"108",5051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3324.16025900445,175508.8398,"South Central",NA,NA,NA,NA
"109",5053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3060.70416835289,163657.36,"South Central",NA,NA,NA,NA
"110",5055,"Lower Mississippi River",40,836.941431737279,4904.5437975667,351.672623172863,147.300844900418,0,0,0,NA,0,0,0,NA,86873.3306353703,149530.4293,"Lower Mississippi River",4904.5437975667,0.0564562652507515,351.672623172863,0.00404810798205635
"111",5057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20847.4301902064,188343.8547,"South Central",NA,NA,NA,NA
"112",5059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8251.71995143666,159269.7317,"South Central",NA,NA,NA,NA
"113",5061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13961.1493322541,152116.8583,"South Central",NA,NA,NA,NA
"114",5063,"Lower Mississippi River",40,377.298298411639,2532.15914283367,181.736351206334,108.033999841245,0,0,0,NA,0,0,0,NA,33764.8725212465,197800.3742,"Lower Mississippi River",2532.15914283367,0.074993890210612,181.736351206334,0.00538240892489603
"115",5065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12843.7879401052,150265.2313,"South Central",NA,NA,NA,NA
"116",5067,"Lower Mississippi River",40,899.90382149606,10455.9216642871,771.410238998106,69.6098269395284,13605.3572064278,270641.741650228,10825.6696660091,47.1327007721581,0,0,0,NA,98507.8915418859,164104.4497,"Lower Mississippi River",281097.663314515,2.85355476515291,11597.0799050072,0.117727419839009
"117",5069,"Lower Mississippi River",40,1594.94881318176,18099.22961983,1289.73110905376,71.5153042124706,0,0,0,NA,0,0,0,NA,102531.363820316,225941.9628,"Lower Mississippi River",18099.22961983,0.176523835687473,1289.73110905376,0.0125788935307053
"118",5071,"South Central",40,118.893762215504,899.191005592386,105.123982106011,71.8123156041542,0,0,0,NA,0,0,0,NA,15717.1185754755,171197.0418,"South Central",899.191005592386,0.0572109322249089,105.123982106011,0.00668850219594596
"119",5073,"South Central",40,398.34878847253,3611.66541792777,263.012400401351,118.571951588321,0,0,0,NA,0,0,0,NA,27405.0991501416,137132.7392,"South Central",3611.66541792777,0.13178808068312,263.012400401351,0.00959720667166395
"120",5075,"Lower Mississippi River",40,494.55232883904,5778.86426599634,429.257374339403,65.9169181471328,0,0,0,NA,198.236015960636,9276.48689676873,371.059475870749,72.4919045249028,82609.8745447187,152169.0357,"Lower Mississippi River",15055.3511627651,0.18224638695723,800.316850210152,0.0096879078272528
"121",5077,"Lower Mississippi River",40,2011.42515315562,19667.3384121534,1476.26027698974,107.598768222941,0,0,0,NA,0,0,0,NA,99840.5503844597,155349.3435,"Lower Mississippi River",19667.3384121534,0.196987479900899,1476.26027698974,0.0147861792759059
"122",5079,"Lower Mississippi River",40,724.166685377728,9319.27363564892,651.864093241264,62.3978886156916,0,0,0,NA,0,0,0,NA,65353.7029542695,144899.8822,"Lower Mississippi River",9319.27363564892,0.14259748437162,651.864093241264,0.00997440181312141
"123",5081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23537.0295426953,137594.3077,"South Central",NA,NA,NA,NA
"124",5083,"South Central",40,29.7225366657458,252.737643766108,20.6695645452654,96.1781600491992,0,0,0,NA,0,0,0,NA,25499.3929583165,183660.2033,"South Central",252.737643766108,0.00991151609684414,20.6695645452654,0.000810590455194508
"125",5085,"Lower Mississippi River",40,1568.21516249028,21581.7750920464,1544.50897609456,74.9661236073226,0,0,0,NA,0,0,0,NA,115316.066369891,199804.2333,"Lower Mississippi River",21581.7750920464,0.187153236937688,1544.50897609456,0.0133937015432034
"126",5087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24571.8332658843,216063.9839,"South Central",NA,NA,NA,NA
"127",5089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9392.14892755969,154532.5347,"South Central",NA,NA,NA,NA
"128",5091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23544.3140428976,161625.725,"South Central",NA,NA,NA,NA
"129",5093,"Lower Mississippi River",40,1263.05267300468,11571.7796728398,834.870026906194,118.077928921536,0,0,0,NA,585.182859168529,23498.9651180154,939.958604720617,81.0462171529166,189917.44233104,233640.9934,"Lower Mississippi River",35070.7447908552,0.184663106033854,1774.82863162681,0.00934526397282223
